Price,Cup,Hero
4683.14664,36000,80
1405.295316,30332,68
3688.900204,38692,82
526.985743,11379,48
585.539715,4000,30
292.769857,1390,28
234.215886,1300,21
436.799494,16707,49
4684.317719,37150,83
2342.158859,16141,58
234.215886,4769,43
292.769857,3800,33
1905.7901,37000,67
2340.98778,17829,53
819.755601,30000,58
3161.91446,40000,84
216.649695,9468,47
1756.619145,32000,79
702.647658,21700,68
526.985743,20233,62
175.661914,7834,36
1171.07943,25635,79
550.407332,22888,62
409.8778,11720,38
2927.698574,37770,78
1756.619145,23343,62
585.539715,19969,66
1171.07943,31000,73
15224.032587,42747,71
995.417515,20008,63
468.431772,15000,45
1228.462322,26,81
1755.448065,27500,73
234.215886,5300,26
1756.619145,21252,69
2342.158859,35486,77
6440.936864,57500,85
585.539715,23300,63
351.323829,9077,45
409.8778,7685,47
526.985743,16100,53
2342.158859,44222,80
468.431772,23533,69
585.539715,16347,51
146.384929,6621,35
5269.857434,46000,82
585.539715,9000,47
468.431772,17801,52
1053.971487,22500,59
29275.814664,62000,84
2927.698574,36000,84
350.000509,20211,51
1171.07943,23620,79
4684.317719,31000,67
995.417515,12450,50
210.794297,745,22
1990.835031,26700,74
351.323829,17076,59
409.8778,19050,58
936.863544,20062,60
585.539715,21500,56
644.093686,22000,71
140.529532,80,11
2342.158859,3391,32
819.755601,8700,36
644.093686,3391,31
995.417515,28800,76
2927.698574,33700,80
526.985743,18217,53
538.696538,19807,56
122.96334,16000,55
1171.07943,27300,75
2032.842774,34250,77
585.539715,21000,65
468.431772,24000,64
234.215886,2207,31
76.120163,621,15
87.830957,738,16
117.107943,916,21
134.674134,1394,19
99.541752,1009,19
210.794297,3400,37
146.384929,2600,21
158.095723,2600,28
1873.727088,31000,81
1755.448065,23200,73
761.201629,19464,59
1405.295316,21227,71
1171.07943,7359,45
8197.556008,67801,85
936.863544,15500,56
1985.452244,30500,80
702.647658,10000,37
796.334012,25000,63
428.615071,3579,37
5855.397149,45200,82
1990.835031,39700,79
99.998473,30,7
585.539715,19763,62
409.8778,19546,72
936.863544,21500,56
526.985743,8444,38
40.98778,344,11
2166.496945,37045,77
3176.316834,38726,85
174.490835,400,13
70.264766,2006,25
692.869145,17171,58
702.647658,16627,63
279.887984,4950,26
419.246436,6581,28
435.641548,9440,35
336.099796,7867,26
1405.295316,30013,72
8197.556008,22000,65
885.968432,16395,49
5855.397149,46000,83
819.755601,2000,53
585.539715,5415,36
585.539715,17491,67
936.863544,25550,61
1405.295316,18829,60
8197.556008,34000,82
257.637475,7232,35
351.323829,5786,38
3864.562118,41970,81
1522.403259,28715,81
117.107943,5500,35
199.083503,8415,38
117.107941,741,18
175.661911,1509,26
585.539715,20115,70
296.283096,3102,42
7026.476578,61000,83
3513.238289,22583,71
234.215886,4000,36
5855.397149,28226,78
2225.050916,18000,70
1016.421387,10078,46
468.431772,13000,61
119.450102,658,19
468.431772,1803,31
351.323829,5829,40
666.344196,19000,64
9698.879837,62300,85
234.215886,1971,22
585.539715,13410,45
7026.476578,38000,85
351.323829,5100,41
3571.792261,25100,68
1053.971487,23500,67
4098.778004,43000,84
819.755601,6453,47
585.539715,23,50
58.553971,200,6
819.755601,13500,47
3513.238289,15052,63
643.379328,20000,64
117.107943,1912,29
128.818737,2262,32
163.95112,3001,34
175.661914,981,34
878.309572,18540,70
2779.633142,31000,82
468.431772,12407,46
1171.07943,34000,78
585.539715,15000,57
1405.295316,32000,74
1731.341038,24688,75
1385.072831,26000,63
585.539715,6050,40
1463.849287,27389,70
1756.619145,20109,58
5621.181263,42168,84
468.431772,6500,53
1089.10387,35869,73
1171.07943,29198,76
2927.698574,41200,85
3279.022403,42400,85
1171.07943,31000,76
1405.295316,31500,75
1405.295316,2000,15
819.755601,20212,64
1288.187373,24000,71
1171.07943,38400,80
702.647658,31018,75
644.093686,17000,52
105.397149,4867,20
175.661914,7000,38
702.647658,25500,69
702.647658,7900,44
296.940071,7221,32
1171.07943,22445,66
591.395112,19720,63
351.323829,12000,42
1143.47406,22333,58
1755.448065,22965,68
5269.857434,36985,84
1169.90835,21080,56
1932.281059,27655,75
351.323829,2446,30
1522.403259,19013,69
585.539715,11805,60
1756.619145,15200,62
175.661914,2471,27
117.107943,2600,26
761.201629,29000,74
4683.14664,32643,84
644.093686,9515,47
1905.7901,15903,56
199.083503,2205,23
140.529532,4001,23
175.661914,5295,44
936.863544,25270,69
1053.971487,16428,80
936.863544,16882,69
878.309572,19451,62
3161.91446,26397,75
1405.295316,18946,66
819.755601,17690,51
316.191446,7420,43
999.999949,21000,61
2459.266802,26000,70
234.215886,700,20
234.215886,8236,33
1171.07943,33973,81
1522.403259,24000,64
702.647658,24610,68
1580.95723,31703,83
234.215886,7200,32
702.647658,17500,63
409.8778,11000,48
234.215886,5500,39
233.044807,8931,50
234.215886,1309,18
187.372709,1015,15
1053.971487,29333,76
702.647658,24488,55
